ids,violation_type,type,start_at,end_at,status,,,,,,,,,,
2602597,LS,,11.53,11.59,Y,,,,,,,,,,
2602597,UPD,Headphones,12.01,15.26,Y,,,,,,,,,,
2602597,left screen,,15.26,15.34,Y,,,,,,,,,,
2602597,UPD,Headphones,15.34,18.31,Y,,,,,Ty,,,,,
2602597,UPD,Headphones,18.35,19.15,Y,,,,30,,,,,,
2602597,UPD,Headphones,19.36,21.37,Y,,,,,,,,,,
2602597,BM,Person,27.21,27.23,Y,,,,,,,,,,
2602597,MP,,27.24,27.35,Y,,,,,,,,,,
2602597,BM,Person,27.36,27.4,Y,,,,,,,,,,
2602597,LS,,29.45,33.18,Y,,,,,,,,,,
2602597,Imposter,,33.19,33.27,Y,,,,,,,,,,
2602597,LS,,33.28,34.35,Y,,,,,,,,,,
2602597,Imposter,,34.36,34.4,Y,,,,,,,,,,
2602597,LS,,34.41,38.07,Y,,,,,,,,,,
2602597,BM,Person,38.49,39.23,Y,,,,,,,,,,
2602597,FSLA,,1.07,1.18,Y,,,,,,,,,,
2602597,FSLA,,2.06,2.27,Y,,,,,,,,,,
2602597,FSLA,,4.29,4.41,Y,,,,,,,,,,
2602597,FSLA,,10.59,11.04,Y,,,,,,,,,,
2602597,FSLA,,11.36,11.42,Y,,,,,,,,,,
2602597,FSLA,,14.07,14.1,Y,,,,,,,,,,
2602597,SEM,,17.37,17.41,Y,,,,,,,,,,
2602597,FSLA,,18.25,18.35,Y,,,,,,,,,,
2602597,FSLA,,22.16,22.23,Y,,,,,,,,,,
2602597,FSLA,,22.56,22.59,Y,,,,,,,,,,
2602597,FSLA,,28.26,29.08,Y,,,,,,,,,,
2602597,FSLA,,29.24,29.44,Y,,,,,,,,,,
2602597,FSLA,,38.2,40.13,Y,,,,,,,,,,
2618757,LS,,0.03,0.12,Y,,,,,,,,,,
2618757,LS,,0.54,0.56,Y,,,,,,,,,,
2618757,LS,,21.38,21.45,N,Changed,,,,,,,,,
2618757,LS,,12.32,12.47,Y,,,,,,,,,,
2618757,LS,,25.03,25.07,Y,,,,,,,,,,
2618757,LS,,25.43,25.56,Y,,,,,,,,,,
2618757,LS,,29.41,29.51,Y,,,,,,,,,,
2618757,LS,,29.54,29.57,Y,,,,,,,,,,
2618757,LS,,30.31,30.36,Y,,,,,,,,,,
2618757,FSLA,,4.39,4.42,Y,,,,,,,,,,
2618757,FSLA,,8.13,8.16,Y,,,,,,,,,,
2618757,FSLA,,10.56,11.05,Y,,,,,,,,,,
2618757,FSLA,,11.14,11.27,Y,,,,,,,,,,
2618757,FSLA,,11.32,11.35,Y,,,,,,,,,,
2618757,FSLA,,11.41,11.5,Y,,,,,,,,,,
2618757,FSLA,,13.07,13.15,Y,,,,,,,,,,
2618757,FSLA,,13.27,13.33,Y,,,,,,,,,,
2618757,FSLA,,13.49,13.52,Y,,,,,,,,,,
2618757,FSLA,,14.1,14.15,Y,,,,,,,,,,
2618757,FSLA,,14.17,14.37,Y,,,,,,,,,,
2618757,FSLA,,14.54,15.02,Y,,,,,,,,,,
2618757,FSLA,,15.17,15.33,Y,,,,,,,,,,
2618757,FSLA,,16.56,17,Y,,,,,,,,,,
2618757,FSLA,,17.14,17.48,Y,,,,,,,,,,
2618757,FSLA,,17.59,18.19,Y,,,,,,,,,,
2618757,FSLA,,18.54,19.19,Y,,,,,,,,,,
2618757,FSLA,,20.29,20.42,Y,,,,,,,,,,
2618757,FSLA,,21.2,21.3,Y,,,,,,,,,,
2618757,LS,,21.38,21.51,N,Corrections Added,Wrong label,,,,,,,,
2618757,FSLA,,22.3,22.45,Y,,,,,,,,,,
2618757,FSLA,,22.56,22.58,Y,,,,,,,,,,
2618757,FSLA,,29.17,29.21,Y,,,,,,,,,,
2618757,FSLA,,30.39,30.49,Y,,,,,,,,,,
2618757,FSLA,,31.15,31.2,Y,,,,,,,,,,
2397764,MP,,1.3,1.39,Y,Staff,,,,,,,,,
2397764,LS,,4.1,4.29,Y,,,,,,,,,,
2397764,Imposter,,4.3,5.25,Y,,,,,,,,,,
2397764,LS,,5.26,5.41,Y,,,,,,,,,,
2397764,FSLA,,2.09,2.38,Y,,,,,,,,,,
2397764,FSLA,,3.03,3.21,Y,,,,,,,,,,
2657920,LS,,124.94,124.94,Y,,,,,,,Invalid BM,,,"Hand,body Movements"
2657920,LS,,124.97,125,Y,,,,,,,,,,
2665003,LS,,0.57,0.59,Y,,,,,,,Missed LS,,,
2665003,LS,,57.59,58.09,Y,,,,,,,,,,
2665003,LS,,58.17,59.41,Y,,,,,,,,,,
2665003,LS,,0.47,0.49,Y,,,,,,,,,,
2665003,LS,,48.4,48.43,Y,,,,,,,,,,
2616852,BM,Person,2.29,2.3,Y,,,,,,,,,,
2616852,BM,Person,3.18,3.2,Y,,,,,,,,,,
2616852,BM,Person,5.21,5.25,Y,,,,,,,,,,
2616852,BM,Person,10.28,10.31,Y,,,,,,,,,,
2616852,BM,Person,10.49,10.52,Y,,,,,,,,,,
2616852,BM,Person,11.38,11.42,Y,,,,,,,,,,
2616852,BM,Person,11.52,11.59,Y,,,,,,,,,,
2616852,BM,Person,13.31,13.41,Y,,,,,,,,,,
2616852,BM,Person,13.44,14.02,Y,,,,,,,,,,
2616852,BM,Person,14.06,14.08,Y,,,,,,,,,,
2616852,BM,Person,14.12,14.26,Y,,,,,,,,,,
2616852,BM,Person,14.33,14.39,Y,,,,,,,,,,
2616852,BM,Person,14.42,14.47,Y,,,,,,,,,,
2616852,BM,Person,15.43,15.48,Y,,,,,,,,,,
2616852,BM,Person,15.55,15.58,Y,,,,,,,,,,
2616852,MP,,19.18,19.55,Y,,,,,,,,,,
2616852,FSLA,,2.25,2.28,Y,,,,,,,,,,
2616852,FSLA,,10.43,10.53,Y,,,,,,,,,,
2616852,FSLA,,13.12,13.28,Y,,,,,,,,,,
2616852,FSLA,,15.09,15.11,Y,,,,,,,,,,
2616852,FSLA,,19.06,19.57,Y,25-01-2020,,,,,,,,,
2573666,BM,Person,3.27,3.3,Y,,,,,,,,,,
2573666,BM,Person,4.38,4.41,Y,,,,,,,,,,
2573666,BM,Person,5.3,5.34,Y,,,,,,,,,,
2573666,BM,Person,5.4,5.49,Y,,,,,,,,,,
2573666,BM,Person,5.54,5.57,Y,,,,,,,,,,
2573666,BM,Person,6,6.03,Y,,,,,,,,,,
2573666,BM,Person,6.3,6.36,Y,,,,,,,,,,
2573666,BM,Person,7.41,7.46,Y,,,,,,,,,,
2573666,BM,Person,7.57,8.34,Y,,,,,,,,,,
2573666,BM,Person,9.08,9.24,Y,,,,,,,,,,
2573666,BM,Person,10.05,10.13,Y,,,,,,,,,,
2573666,BM,Person,10.27,10.54,Y,,,,,,,,,,
2573666,BM,Person,11,11.05,Y,,,,,,,,,,
2573666,BM,Person,11.12,11.3,Y,,,,,,,,,,
2573666,BM,Person,12.2,12.4,Y,,,,,,,,,,
2573666,BM,Person,12.45,12.59,Y,,,,,,,,,,
2573666,BM,Person,13.04,13.18,Y,,,,,,,,,,
2573666,BM,Person,13.58,14.25,Y,,,,,,,,,,
2573666,BM,Person,14.32,14.42,Y,,,,,,,,,,
2573666,BM,Person,14.48,14.53,Y,,,,,,,,,,
2573666,BM,Person,14.58,15.07,Y,,,,,,,,,,
2573666,BM,Person,15.16,15.37,Y,,,,,,,,,,
2573666,BM,Person,15.48,15.58,Y,,,,,,,,,,
2573666,BM,Person,16.32,17.05,Y,,,,,,,,,,
2573666,FSLA,,11.23,11.27,Y,,,,,,,,,,
2621374,BM,Person,34,34.03,Y,--,,,,,,,,,
2621374,BM,Person,36.19,36.26,Y,,,,,,,,,,
2621374,BM,Person,36.46,37.11,Y,,,,,,,,,,
2621374,BM,Person,37.22,37.53,Y,,,,,,,,,,
2621374,BM,Person,37.56,38.12,Y,,,,,,,,,,
2621374,BM,Person,41.11,41.32,Y,,,,,,,,,,
2621374,BM,Person,41.38,42.31,Y,,,,,,,,,,
2621374,BM,Person,42.38,42.58,Y,,,,,,,,,,
2621374,FSLA,,0.17,0.2,Y,,,,,,,,,,
2621374,FSLA,,16.58,17.1,Y,,,,,,,,,,
2621374,FSLA,,26.22,26.26,Y,,,,,,,,,,
2597081,BM,Person,33.26,33.38,Y,,,,,,,,,,
2597081,BM,Person,33.43,34.08,Y,,,,,,,,,,
2597081,BM,Person,59.57,60,Y,,,,,,,,,,
2597081,BM,Person,60.08,60.13,Y,,,,,,,,,,
2597081,MP,,69.47,71.37,Y,,,,,,,,,,
2597081,MP,,71.39,71.59,Y,,,,,,,,,,
2597081,BM,Person,77.02,77.05,Y,,,,,,,,,,
2597081,BM,Person,77.2,77.24,Y,,,,,,,,,,
2597081,FSLA,,16.07,16.15,Y,,,,,,,,,,
2597081,FSLA,,34.31,34.37,Y,,,,,,,,,,
2597081,FSLA,,62.01,68.2,Y,,,,,,,,,,
2538482,BM,Person,0.36,1.17,Y,FSLA-Re,,,,,,,,,
2538482,MP,,1.18,1.39,Y,,,,,,,,,,
2538482,BM,Person,1.4,2,Y,,,,,,,,,,
2538482,MP,,2.01,2.05,Y,,,,,,,,,,
2538482,BM,Person,2.06,2.25,Y,,,,,,,,,,
2538482,BM,Person,2.27,2.46,Y,,,,,,,,,,
2538482,MP,,2.47,3.56,Y,,,,,,,,,,
2538482,BM,Person,3.57,4.04,Y,,,,,,,,,,
2538482,MP,,4.05,4.46,Y,,,,,,,,,,
2538482,BM,Person,4.47,5.04,Y,,,,,,,,,,
2538482,MP,,5.05,5.07,Y,,,,,,,,,,
2538482,MP,,5.1,5.11,Y,,,,,,,,,,
2538482,MP,,5.32,4.41,Y,,,,,,,,,,
2538482,BM,Person,6.02,6.14,Y,,,,,,,,,,
2538482,MP,,6.29,6.56,Y,,,,,,,,,,
2538482,BM,Person,7.08,7.1,Y,,,,,,,,,,
2538482,BM,Person,7.49,8.07,Y,,,,,,,,,,
2538482,MP,,8.08,8.37,Y,,,,,,,,,,
2538482,BM,Person,9.38,10.04,Y,,,,,,,,,,
2538482,MP,,10.05,10.18,Y,,,,,,,,,,
2538482,BM,Person,10.19,12.22,Y,,,,,,,,,,
2538482,MP,,12.23,12.4,Y,,,,,,,,,,
2538482,BM,Person,12.41,12.51,Y,,,,,,,,,,
2538482,MP,,12.52,12.56,Y,,,,,,,,,,
2538482,BM,Person,12.57,13.02,Y,,,,,,,,,,
2538482,MP,,13.03,13.2,Y,,,,,,,,,,
2538482,MP,,13.26,13.44,Y,,,,,,,,,,
2538482,BM,Person,13.45,14.01,Y,,,,,,,,,,
2538482,MP,,14.06,14.11,Y,,,,,,,,,,
2538482,BM,Person,14.12,14.14,Y,,,,,,,,,,
2538482,MP,,14.15,14.34,Y,,,,,,,,,,
2538482,BM,Person,14.35,14.4,Y,,,,,,,,,,
2538482,MP,,14.41,14.44,Y,,,,,,,,,,
2538482,BM,Person,14.45,14.55,Y,,,,,,,,,,
2538482,MP,,14.56,15.01,Y,,,,,,,,,,
2538482,BM,Person,15.04,15.25,Y,,,,,,,,,,
2538482,BM,Person,15.26,15.41,Y,,,,,,,,,,
2538482,BM,Person,15.51,18.39,Y,,,,,,,,,,
2538482,MP,,18.4,19.16,Y,,,,,,,,,,
2538482,BM,Person,19.17,21.2,Y,,,,,,,,,,
2538482,BM,Person,22.04,22.26,Y,,,,,,,,,,
2538482,BM,Person,22.43,22.51,Y,,,,,,,,,,
2538482,BM,Person,23.37,24.2,Y,,,,,,,,,,
2538482,BM,Person,24.24,24.46,Y,,,,,,,,,,
2538482,BM,Person,25.13,25.24,Y,,,,,,,,,,
2538482,BM,Person,25.29,25.34,Y,,,,,,,,,,
2538482,BM,Person,25.48,26.2,Y,,,,,,,,,,
2538482,BM,Person,26.38,27.06,Y,,,,,,,,,,
2538482,MP,,27.07,27.15,Y,,,,,,,,,,
2538482,BM,Person,27.32,27.35,Y,,,,,,,,,,
2538482,BM,Person,27.57,28.05,Y,,,,,,,,,,
2538482,BM,Person,29.43,29.48,Y,,,,,,,,,,
2538482,BM,Person,29.57,30,Y,,,,,,,,,,
2538482,BM,Person,30.27,30.29,Y,,,,,,,,,,
2538482,MP,,30.3,30.32,Y,,,,,,,,,,
2538482,BM,Person,30.33,30.35,Y,,,,,,,,,,
2538482,BM,Person,30.37,30.47,Y,,,,,,,,,,
2538482,MP,,30.5,30.53,Y,,,,,,,,,,
2538482,BM,Person,30.54,30.58,Y,,,,,,,,,,
2538482,MP,,31.12,31.14,Y,,,,,,,,,,
2538482,MP,,31.18,31.23,Y,,,,,,,,,,
2538482,BM,Person,31.24,32.07,Y,,,,,,,,,,
2538482,BM,Person,32.18,32.21,Y,,,,,,,,,,
2538482,MP,,32.22,32.23,Y,,,,,,,,,,
2538482,BM,Person,32.24,32.27,Y,,,,,,,,,,
2538482,MP,,32.54,32.56,Y,,,,,,,,,,
2538482,BM,Person,32.57,33.02,Y,,,,,,,,,,
2538482,BM,Person,33.16,33.18,Y,,,,,,,,,,
2538482,MP,,33.19,33.31,Y,,,,,,,,,,
2538482,BM,Person,33.32,33.42,Y,,,,,,,,,,
2538482,MP,,33.43,33.49,Y,,,,,,,,,,
2538482,BM,Person,33.56,36.01,Y,,,,,,,,,,
2538482,MP,,36.26,36.29,Y,,,,,,,,,,
2538482,MP,,36.43,36.53,Y,,,,,,,,,,
2538482,MP,,36.58,37.07,Y,,,,,,,,,,
2538482,BM,Person,37.08,37.26,Y,,,,,,,,,,
2538482,BM,Person,37.28,37.3,Y,,,,,,,,,,
2538482,MP,,37.31,37.47,Y,,,,,,,,,,
2538482,BM,Person,37.48,38.06,Y,,,,,,,,,,
2538482,Imposter,,38.07,39.17,Y,,,,,,,,,,
2538482,BM,Person,39.12,39.18,Y,,,,,,,,,,
2538482,BM,Person,39.19,39.31,Y,,,,,,,,,,
2538482,BM,Person,40.13,40.19,Y,,,,,,,,,,
2538482,MP,,40.25,40.32,Y,,,,,,,,,,
2538482,BM,Person,40.53,40.57,Y,,,,,,,,,,
2538482,MP,,41.21,41.34,Y,,,,,,,,,,
2538482,BM,Person,41.54,42.12,Y,,,,,,,,,,
2538482,BM,Person,42.31,43.11,Y,,,,,,,,,,
2538482,BM,Person,45.11,45.3,Y,,,,,,,,,,
2538482,BM,Person,45.55,45.57,Y,,,,,,,,,,
2662622,UPD ,Calculator,3.05,3.07,Y,,,,,,,"Invalid LS,Invalid Imposter",,,
2662622,LS,,52.38,52.49,NS,Corrections Added,,,,,,,,,
2662622,LS,,57.53,58.13,NS,Corrections Added,,,,,,,,,
2576005,BM,Person,5.37,5.53,Y,,,,,,,,,,
2576005,BM,Person,6.11,6.19,Y,,,,,,,,,,
2576005,BM,Person,13.58,14.02,Y,,,,,,,,,,
2576005,BM,Person,14.27,14.33,Y,,,,,,,,,,
2576005,BM,Person,15.39,15.42,Y,,,,,,,,,,
2576005,BM,Person,15.45,15.48,Y,,,,,,,,,,
2576005,MP,,15.54,15.58,Y,,,,,,,,,,
2576005,BM,Person,18.04,18.06,Y,,,,,,,,,,
2576005,BM,Person,20.44,20.46,Y,,,,,,,,,,
2576005,BM,Person,21.07,21.09,Y,,,,,,,,,,
2576005,UPD,telephone,38.5,43.02,Y,,,,,,,,,,
2576005,BM,Person,48.21,48.23,Y,,,,,,,,,,
2576005,FSLA,,38.46,40.49,Y,,,,,,,,,,
2576005,FSLA,,42.59,43.02,Y,,,,,,,,,,
2576005,FSLA,,52.43,52.53,Y,,,,,,,,,,
2674235,MP,,109.24,109.27,Y,,,,,,,Missed MP,,,
2674235,MP,,109.43,109.45,Y,,,,,,,,,,
2674235,MP,,117.4,117.42,Y,,,,,,,,,,
2674235,MP,,117.52,117.55,Y,,,,,,,,,,
2646901,LS,,115.19,116.42,Y,,,,,,,,,,
2646901,BM,Person,116.43,117.13,Y,,,,,,,,,,
2646901,BM,Person,136.53,136.55,Y,,,,,,,,,,
2646901,BM,Person,139.51,139.59,Y,,,,,,,,,,
2646901,BM,Person,140.39,140.52,Y,,,,,,,,,,
2646901,BM,Person,141.08,141.28,Y,,,,,,,,,,
2646901,BM,Person,141.31,145.1,Y,,,,,,,,,,
2646901,MP,,145.35,146.27,Y,,,,,,,,,,
2646901,BM,Person,146.28,146.44,Y,,,,,,,,,,
2646901,MP,,146.45,148.57,Y,,,,,,,,,,
2646901,LS,,148.58,152.15,Y,,,,,,,,,,
2646901,Left screen,,152.16,153.19,Y,,"Consulted with Himanshu sir for Left screen,BM",,,,,,,,
2646901,BM,Person,153.19,153.36,Y,,,,,,,,,,
2646901,LS,,153.54,155.04,Y,Corrections,,,,,,,,,
2543503,BM,Person,4.17,4.2,Y,,,,,,,,,,
2543503,BM,Person,4.22,4.3,Y,,,,,,,,,,
2543503,BM,Person,4.32,4.38,Y,,,,,,,,,,
2543503,BM,Person,5.11,5.13,Y,,,,,,,,,,
2543503,BM,Person,5.16,5.17,Y,,,,,,,,,,
2543503,BM,Person,5.25,5.27,Y,,,,,,,,,,
2543503,UPD,Cellphone,17.11,17.19,Y,,,,,,,,,,
2543503,FSLA,,0.3,0.35,Y,,,,,,,,,,
2543503,FSLA,,0.41,0.45,Y,,,,,,,,,,
2543503,FSLA,,1.19,1.26,Y,,,,,,,,,,
2543503,FSLA,,4.23,4.27,Y,,,,,,,,,,
2543503,FSLA,,17.08,17.18,Y,,,,,,,,,,
2543503,FSLA,,17.35,17.49,Y,,,,,,,,,,
2543503,LS,,17.83,17.88,Y,,,,,,,,,,
2599372,LS,,33.42,34.09,Y,Not detected,,,,,,,,,
2599372,FSLA,,0.58,1.01,Y,,,,,,,,,,
2599372,FSLA,,5.11,5.49,Y,,,,,,,,,,
2599372,FSLA,,7.35,7.46,Y,,,,,,,,,,
2599372,FSLA,,7.57,8.11,Y,,,,,,,,,,
2599372,FSLA,,8.13,8.38,Y,,,,,,,,,,
2599372,FSLA,,13.53,14.01,Y,,,,,,,,,,
2599372,FSLA,,15.42,17.01,Y,,,,,,,,,,
2599372,FSLA,,19.38,19.43,Y,,,,,,,,,,
2599372,FSLA,,26.46,26.54,Y,,,,,,,,,,
2599372,FSLA,,27.23,27.25,Y,21/01,,,,,,,,,
2597963,LS,,0.13,0.18,Y,,,,,,,,,,
2597963,LS,,0.2,0.28,Y,,,,,,,,,,
2597963,LS,,0.29,0.31,Y,,,,,,,,,,
2597963,UPD,Cellphone,33.03,33.07,Y,,,,,,,,,,
2597963,UPD,Cellphone,33.12,33.18,Y,,,,,,,,,,
2597963,UPD,Cellphone,33.21,33.24,Y,,,,,,,,,,
2597963,BM,Person,33.5,34.09,Y,,,,,,,,,,
2597963,UPD,Cellphone,33.53,34.25,Y,,,,,,,,,,
2597963,BM,Person,34.13,34.35,Y,,,,,,,,,,
2597963,UPD,Cellphone,34.28,35.17,Y,,,,,,,,,,
2597963,BM,Person,34.39,35.07,Y,,,,,,,,,,
2597963,MP,,35.08,35.13,Y,,,,,,,,,,
2597963,BM,Person,35.13,36.52,Y,,,,,,,,,,
2597963,UPD,Cellphone,35.19,36.35,Y,,,,,,,,,,
2597963,UPD,Cellphone,37.12,37.35,Y,,,,,,,,,,
2597963,UPD,Cellphone,38,38.57,Y,,,,,,,,,,
2597963,FSLA,,33.02,34.37,Y,,,,,,,,,,
2597963,FSLA,,37.34,38.57,Y,,,,,,,,,,
2577557,,,,,Y,,,,,,,Invalid MP,,,
2619480,UPD,Headphones,0,26.25,Y,FSLA-Re,,,,,,,,,
2619480,LS,,26.31,32.1,Y,,,,,,,,,,
2619480,UPD,Headphones,33.46,38.21,Y,,,,,,,,,,
2619480,LS,,38.26,42.27,Y,,,,,,,,,,
2619480,LS,,43.28,44.1,Y,,,,,,,,,,
2529597,UPD,Telephone,0.53,1.02,Y,FSLA-Re,,,,,,,,,
2529597,MP,,96.11,96.15,Y,,,,,,,,,,
2529597,Imposter,,96.16,98.06,Y,,,,,,,,,,
2529597,BM,Person,97,97.09,Y,,,,,,,,,,
2529597,MP,,97.26,98.05,Y,,,,,,,,,,
2529597,UPD,Cellphone,99.15,99.19,Y,,,,,,,,,,
2529597,UPD,Cellphone,99.25,99.31,Y,,,,,,,,,,
2529597,LS,,0.8,0.12,Y,,,,,,,,,,
2529597,LS,,0.15,0.15,Y,,,,,,,,,,
2529597,LS,,99.35,103.56,Y,,,,,,,,,,
2642219,LS,,0.14,0.22,Y,,,,,,,Missed BM,,,
2642219,BM,Person,6.49,6.51,Y,,,,,,,,,,
2629593,BM,Person,2.23,2.26,Y,FSLA-N,,,,,,,,,
2629593,MP,,2.27,2.33,Y,,,,,,,,,,
2629593,BM,Person,4.56,4.57,Y,,,,,,,,,,
2629593,BM,Person,41.07,41.16,Y,,,,,,,,,,
2629593,MP,,41.17,41.2,Y,,,,,,,,,,
2620153,BM,Person,0.41,0.45,Y,,,,,,,,,,
2620153,FSLA,,18.02,18.04,Y,,,,,,,,,,
2620153,FSLA,,18.37,18.41,Y,,,,,,,,,,
2620153,FSLA,,19.47,20.22,Y,,,,,,,,,,
2620153,FSLA,,20.47,20.53,Y,,,,,,,,,,
2620153,FSLA,,22.01,22.04,Y,,,,,,,,,,
2620153,FSLA,,22.16,22.2,Y,,,,,,,,,,
2620153,FSLA,,22.23,22.27,Y,,,,,,,,,,
2620153,FSLA,,25.04,25.09,Y,,,,,,,,,,
2620153,FSLA,,25.14,26.47,Y,,,,,,,,,,
2620153,FSLA,,26.59,27.2,Y,,,,,,,,,,
2620153,FSLA,,27.31,28.01,Y,,,,,,,,,,
2620153,FSLA,,28.09,28.16,Y,,,,,,,,,,
2620153,FSLA,,28.21,29.07,Y,,,,,,,,,,
2620153,FSLA,,29.17,29.23,Y,,,,,,,,,,
2620153,FSLA,,29.26,29.34,Y,,,,,,,,,,
2620153,FSLA,,29.45,30.28,Y,,,,,,,,,,
2620153,FSLA,,30.5,31.18,Y,,,,,,,,,,
2620153,FSLA,,31.23,31.3,Y,,,,,,,,,,
2620153,FSLA,,31.33,31.42,Y,,,,,,,,,,
2620153,FSLA,,32.56,33.07,Y,,,,,,,,,,
2620153,FSLA,,34.11,34.26,Y,,,,,,,,,,
2620153,FSLA,,37.5,38,Y,,,,,,,,,,
2598363,UPD,Calculator,2.07,2.07,Y,FSLA-Re,,,,,,,,,
2598363,LS,,69.34,72.24,Y,,,,,,,,,,
2618768,LS,,0.27,0.31,Y,,,,,,,,,,
2618768,LS,,0.32,0.34,Y,,,,,,,,,,
2618768,LS,,0.38,0.42,Y,,,,,,,,,,
2618768,LS,,0.43,0.48,Y,,,,,,,,,,
2618768,LS,,1.21,1.25,Y,,,,,,,,,,
2618768,LS,,1.37,1.47,Y,,,,,,,,,,
2618768,LS,,1.49,1.55,Y,,,,,,,,,,
2618768,LS,,78.29,79.28,Y,,,,,,,,,,
2618768,FSLA,,3,3.04,Y,,,,,,,,,,
2618768,FSLA,,3.21,3.49,Y,,,,,,,,,,
2618768,FSLA,,4.32,4.47,Y,,,,,,,,,,
2618768,FSLA,,4.49,4.54,Y,,,,,,,,,,
2618768,FSLA,,5.03,5.13,Y,,,,,,,,,,
2618768,FSLA,,5.23,5.26,Y,,,,,,,,,,
2618768,FSLA,,27.13,27.26,Y,,,,,,,,,,
2618768,FSLA,,28.58,29.03,Y,,,,,,,,,,
2618768,FSLA,,29.36,29.5,Y,,,,,,,,,,
2618768,FSLA,,33.45,33.52,Y,,,,,,,,,,
2618768,FSLA,,33.55,34.19,Y,,,,,,,,,,
2618768,FSLA,,34.37,34.44,Y,,,,,,,,,,
2618768,FSLA,,34.56,36.13,Y,,,,,,,,,,
2618768,FSLA,,36.53,37,Y,,,,,,,,,,
2618768,FSLA,,37.04,37.13,Y,,,,,,,,,,
2618768,FSLA,,37.19,37.37,Y,,,,,,,,,,
2618768,FSLA,,37.39,38,Y,,,,,,,,,,
2618768,FSLA,,38.26,38.39,Y,,,,,,,,,,
2618768,FSLA,,38.5,39.15,Y,,,,,,,,,,
2618768,FSLA,,39.19,39.59,Y,,,,,,,,,,
2618768,FSLA,,40.06,42.17,Y,,,,,,,,,,
2618768,FSLA,,43.25,43.36,Y,,,,,,,,,,
2618768,FSLA,,43.41,43.5,Y,,,,,,,,,,
2618768,FSLA,,44.05,44.14,Y,,,,,,,,,,
2618768,FSLA,,45.04,45.08,Y,,,,,,,,,,
2618768,FSLA,,50.35,50.5,Y,,,,,,,,,,
2618768,FSLA,,51.23,51.5,Y,,,,,,,,,,
2618768,FSLA,,52.03,52.16,Y,,,,,,,,,,
2618768,FSLA,,52.21,52.25,Y,,,,,,,,,,
2618768,FSLA,,62.43,62.52,Y,,,,,,,,,,
2618768,FSLA,,70.51,71.25,Y,,,,,,,,,,
2618768,FSLA,,71.33,71.49,Y,,,,,,,,,,
2618768,FSLA,,72.02,72.08,Y,,,,,,,,,,
2618768,FSLA,,72.15,72.34,Y,,,,,,,,,,
2618768,FSLA,,72.41,73.19,Y,,,,,,,,,,
2618768,FSLA,,74.24,74.4,Y,,,,,,,,,,
2546972,MP,,22.5,22.53,Y,,,,,,,,,,
2546972,FSLA,,4.06,4.21,Y,,,,,,,,,,
2546972,SEM,,10.39,11.14,Y,,,,,,,,,,
2546972,FSLA,,18.36,19.17,Y,,,,,,,,,,
2546972,FSLA,,22.49,22.53,Y,,,,,,,,,,
2647109,,,,,Y,,,,,,,Invalid Imposter,,,"Hand movements on face,Mouth not visible"
2598336,UPD,Calculator,8.05,8.16,Y,FSLA-Re,,,,,,,,,
2598336,UPD,Cellphone,14.56,14.57,Y,,,,,,,,,,
2598336,UPD,Cellphone,15.1,15.12,Y,,,,,,,,,,
2598336,UPD,Cellphone,24.45,24.51,Y,,,,,,,,,,
2598336,LS,,32.29,38.35,Y,,,,,,,,,,
2598336,UPD,Cellphone,47.52,47.57,Y,,,,,,,,,,
2598336,UPD,Cellphone,91.34,91.35,Y,,,,,,,,,,
2598336,LS,,107.02,107.49,Y,Correction,,,,,,,,,
2598336,UPD,Cellphone,112,112.24,Y,,,,,,,,,,
2653828,LS,,0.41,1.22,Y,,,,,,,Invalid BM,,,"Background Mirror and hand,body movements"
2457283,LS,,56.27,56.46,Y,FSLA-Re,,,,,,,,,
2457283,Imposter,,56.49,57.43,Y,,,,,,,,,,
2457283,LS,,57.44,57.47,Y,,,,,,,,,,
2457283,Imposter,,57.48,58.2,Y,,,,,,,,,,
2457283,LS,,58.22,58.41,Y,,,,,,,,,,
2546264,LS,,1.11,1.15,Y,FSLA-Re,,,,,,,,,
2546264,LS,,1.18,1.33,Y,,,,,,,,,,
2546264,LS,,1.39,1.45,Y,,,,,,,,,,
2546264,LS,,1.46,1.49,Y,,,,,,,,,,
2546264,MP,,97.1,97.12,Y,,,,,,,,,,
2575513,BM,Person,1.02,1.06,Y,,,,,,,,,,
2575513,BM,Person,1.53,2.57,Y,,,,,,,,,,
2575513,MP,,2.59,3.49,Y,,,,,,,,,,
2575513,BM,Person,3.54,4.13,Y,,,,,,,,,,
2575513,MP,,4.14,4.55,Y,,,,,,,,,,
2575513,BM,Person,5.02,5.23,Y,,,,,,,,,,
2575513,MP,,5.24,5.37,Y,,,,,,,,,,
2575513,BM,Person,5.42,5.55,Y,,,,,,,,,,
2575513,BM,Person,6.01,6.19,Y,,,,,,,,,,
2575513,BM,Person,6.41,6.42,Y,,,,,,,,,,
2575513,BM,Person,6.46,7.27,Y,-,,,,,,,,,
2575513,BM,Person,7.47,7.5,Y,,,,,,,,,,
2575513,BM,Person,8.01,8.05,Y,,,,,,,,,,
2575513,BM,Person,8.16,10.07,Y,,,,,,,,,,
2575513,MP,,10.8,10.16,Y,,,,,,,,,,
2575513,BM,Person,10.17,16.16,Y,,,,,,,,,,
2575513,BM,Person,20.14,20.4,Y,,,,,,,,,,
2575513,MP,,20.41,22.36,Y,-,50,,,,,,,,
2575513,FSLA,,3,3.04,Y,,,,,,,,,,
